"Continent ID","Continent","Country ID","Country","ISO 3","Trade Value"
"af","Africa","afago","Angola","ago",107480.00000000001
"af","Africa","afben","Benin","ben",1749359
"af","Africa","afbfa","Burkina Faso","bfa",8314
"af","Africa","afbwa","Botswana","bwa",87
"af","Africa","afciv","Cote d'Ivoire","civ",120930
"af","Africa","afcod","Democratic Republic of the Congo","cod",135484
"af","Africa","afcog","Republic of the Congo","cog",170875
"af","Africa","afdza","Algeria","dza",5847697.999999999
"af","Africa","afegy","Egypt","egy",19318031
"af","Africa","afeth","Ethiopia","eth",2212827
"af","Africa","afgab","Gabon","gab",190484
"af","Africa","afgha","Ghana","gha",70297
"af","Africa","afgin","Guinea","gin",27020
"af","Africa","afken","Kenya","ken",6597
"af","Africa","aflby","Libya","lby",356.00000000000006
"af","Africa","afmar","Morocco","mar",25028399.999999996
"af","Africa","afmdg","Madagascar","mdg",4949745
"af","Africa","afmoz","Mozambique","moz",8437
"af","Africa","afmrt","Mauritania","mrt",3060.0000000000005
"af","Africa","afmus","Mauritius","mus",5171
"af","Africa","afnam","Namibia","nam",1728537
"af","Africa","afnga","Nigeria","nga",389934
"af","Africa","afsdn","Sudan","sdn",726262
"af","Africa","afsen","Senegal","sen",14132227
"af","Africa","afsom","Somalia","som",4326981
"af","Africa","afsyc","Seychelles","syc",19978
"af","Africa","aftcd","Chad","tcd",30266
"af","Africa","aftun","Tunisia","tun",11066880
"af","Africa","aftza","Tanzania","tza",31544.000000000004
"af","Africa","afzaf","South Africa","zaf",4786799
"as","Asia","asafg","Afghanistan","afg",415077594
"as","Asia","asare","United Arab Emirates","are",96619448
"as","Asia","asarm","Armenia","arm",808570
"as","Asia","asaze","Azerbaijan","aze",142425741
"as","Asia","asbgd","Bangladesh","bgd",86486
"as","Asia","asbhr","Bahrain","bhr",4385
"as","Asia","asbrn","Brunei","brn",7691
"as","Asia","aschn","China","chn",5503976287
"as","Asia","ascyp","Cyprus","cyp",2972501
"as","Asia","asgeo","Georgia","geo",23985192
"as","Asia","ashkg","Hong Kong","hkg",19203629
"as","Asia","asidn","Indonesia","idn",31116319
"as","Asia","asind","India","ind",254651148
"as","Asia","asirn","Iran","irn",567118589
"as","Asia","asirq","Iraq","irq",9736510
"as","Asia","asisr","Israel","isr",219853451
"as","Asia","asjor","Jordan","jor",97907
"as","Asia","asjpn","Japan","jpn",873788926
"as","Asia","askgz","Kyrgyzstan","kgz",583768849
"as","Asia","askhm","Cambodia","khm",387273
