"Continent ID","Continent","Country ID","Country","ISO 3","Trade Value"
"na","North America","navgb","British Virgin Islands","vgb",418510922
"oc","Oceania","ocasm","American Samoa","asm",50341
"oc","Oceania","ocaus","Australia","aus",19268253
"oc","Oceania","ocnzl","New Zealand","nzl",4275838
"oc","Oceania","ocpng","Papua New Guinea","png",19594
"oc","Oceania","ocpyf","French Polynesia","pyf",4439
"sa","South America","saarg","Argentina","arg",16114160.999999998
"sa","South America","sabol","Bolivia","bol",42217.99999999999
"sa","South America","sabra","Brazil","bra",22276173
"sa","South America","sachl","Chile","chl",940461
"sa","South America","sacol","Colombia","col",2578532
"sa","South America","saecu","Ecuador","ecu",145098
"sa","South America","saper","Peru","per",53487
"sa","South America","saury","Uruguay","ury",489914
"sa","South America","saven","Venezuela","ven",20704
