"Continent ID","Continent","Country ID","Country","ISO 3","Trade Value"
"na","North America","naslv","El Salvador","slv",949984
"na","North America","nausa","United States","usa",1029474438
"na","North America","navgb","British Virgin Islands","vgb",551478135
"oc","Oceania","ocaus","Australia","aus",6062016
"oc","Oceania","ocncl","New Caledonia","ncl",44371
"oc","Oceania","ocnzl","New Zealand","nzl",3038244
"oc","Oceania","ocpng","Papua New Guinea","png",612885
"oc","Oceania","ocpyf","French Polynesia","pyf",15395
"sa","South America","saarg","Argentina","arg",31419
"sa","South America","sabra","Brazil","bra",8723406
"sa","South America","sachl","Chile","chl",2500430
"sa","South America","sacol","Colombia","col",586794
"sa","South America","saecu","Ecuador","ecu",246860
"sa","South America","saper","Peru","per",72045
"sa","South America","saven","Venezuela","ven",59141
